KO id,Tau,lambda,num_ORFs,Trusted Cutoff,E_value_trusted,E_values_MAG,Rk
K03928,-5.6444,0.69912,4825,,,3.8e-19,
K12393,-6.2187,0.69725,4825,,,,
K06656,-5.2234,0.69834,4825,,,,
K03225,-4.9785,0.69957,4825,,,,
K23790,-5.6478,0.70142,4825,,,,
K19685,-6.5966,0.69721,4825,,,0.01,
K12239,-7.0395,0.69482,4825,,,1.4e-08,
K13221,-5.5677,0.69882,4825,,,6.5e-16,
K04459,-5.7117,0.69877,4825,,,,
K05441,-4.9825,0.70377,4825,,,,
K10588,-6.8109,0.69526,4825,,,,
K11570,-4.7898,0.70405,4825,,,,
K24982,-6.4896,0.69655,4825,,,,
K12600,-7.0272,0.69475,4825,,,8.4e-10,
K15618,-6.1359,0.69604,4825,,,,
K09205,-5.2353,0.69844,4825,,,,
K00721,-5.7382,0.69926,4825,176.63,2.0001122769584537e-52,3.5999999999999997e-35,1.799898956409825e+17
K03739,-5.5965,0.69934,4825,279.63,1.1340873406110685e-83,9.5e-63,8.3767798650157e+20
K10260,-6.3675,0.69679,4825,,,2.9e-26,
K13278,-6.3986,0.69668,4825,,,2.3999999999999998e-115,
K00733,-5.7573,0.69966,4825,,,0.0011,
K26671,-6.8387,0.69527,4825,,,,
K05465,-6.1332,0.69692,4825,,,,
K06270,-6.609,0.69543,4825,,,1.2e-09,
K02628,-4.5978,0.70815,4825,348.53,1.2038794389950946e-105,,
K03610,-5.0011,0.70099,4825,,,,
K02879,-5.2534,0.69987,4825,,,,
K03861,-5.1391,0.70171,4825,,,,
K24322,-6.4378,0.69796,4825,,,,
K08804,-5.8169,0.69801,4825,,,,
K20516,-6.8807,0.69615,4825,,,,
K08538,-6.2158,0.69719,4825,,,,
K09520,-5.4737,0.69963,4825,,,1.2e-20,
K14066,-5.9437,0.69719,4825,,,1.5999999999999998e-41,
K07575,-5.6082,0.69848,4825,,,,
K12602,-5.9902,0.69941,4825,,,5.0000000000000005e-39,
K17281,-4.3455,0.705,4825,,,,
K00753,-5.8776,0.69768,4825,,,,
K01887,-6.2801,0.69644,4825,104.67,1.3351333300934723e-30,8.8e-157,6.5911020282775165e-127
K02553,-5.1368,0.7014,4825,141.57,9.874842877516235e-42,,
K00862,-6.2387,0.698,4825,538.37,3.9097697265931135e-162,4.7e-74,1.202116832618548e+88
K06399,-5.7949,0.69813,4825,,,0.00024,
K07381,-6.3066,0.69806,4825,,,2.8e-07,
K21865,-3.8831,0.71839,4825,,,0.66,
K11164,-5.6131,0.6998,4825,,,4e-33,
K19191,-6.7827,0.69609,4825,50.0,3.293292000935644e-14,1.2e-24,3.643770426852744e-11
K21562,-5.4282,0.70102,4825,,,1.2e-42,
K13334,-4.6338,0.70758,4825,,,,
K14051,-6.6605,0.69682,4825,609.43,1.7340432522653018e-183,7.3,4.209814253746843e+183
K17069,-6.0694,0.69725,4825,,,2.8e-210,
K08793,-6.1522,0.6979,4825,,,,
K20512,-6.2619,0.69797,4825,,,3.5e-19,
K10571,-6.306,0.69665,4825,,,,
K13589,-4.752,0.70553,4825,,,7.599999999999999e-24,
K19153,-3.8493,0.72846,4825,50.0,4.4401858678207404e-14,,
K13263,-6.1749,0.69839,4825,,,,
K02803,-4.3286,0.71848,4825,,,,
K17256,-6.8479,0.69655,4825,,,5.6e-45,
K14194,-6.4279,0.69528,4825,,,,
K16444,-6.3554,0.69689,4825,,,4.6,
K20353,-6.4863,0.69518,4825,,,,
K15303,-6.2326,0.69644,4825,255.23,3.994905551735254e-76,1.2000000000000001e-30,3.0038257086672796e+45
K22766,-5.8094,0.69702,4825,,,5.2e-56,
K04644,-4.9022,0.70276,4825,,,,
K20817,-6.0391,0.69818,4825,847.6,7.025897620720525e-256,7.7e-40,1.0959453746225161e+216
K26289,-6.3924,0.6976,4825,1096.97,0.0,1.1000000000000004e-59,inf
K02197,-5.0404,0.70376,4825,38.77,1.9648380796525653e-10,,
K21104,-5.1871,0.70156,4825,,,,
K23457,-5.8765,0.69766,4825,,,,
K23567,-4.7197,0.70541,4825,48.47,2.446420524166278e-13,,
K21257,-5.7071,0.6992,4825,50.0,5.855333736548656e-14,0.014,239098241533.40408
K14766,-6.5141,0.69587,4825,,,,
K25187,-6.2199,0.69969,4825,499.0,1.4506592842346852e-150,,
K20127,-6.0464,0.69678,4825,,,,
K16271,-6.1414,0.69581,4825,,,,
K23766,-3.9186,0.71831,4825,,,,
K25947,-7.2039,0.69459,4825,,,,
K10210,-6.0821,0.6981,4825,529.3,2.3218209959108124e-159,3.4999999999999997e-115,1.5074374838388466e+44
K04754,-5.4831,0.70059,4825,107.47,2.0707100495966732e-31,,
K22228,-4.3905,0.70506,4825,179.47,2.4251462029721484e-53,,
K23210,-4.8649,0.70118,4825,,,,
K08399,-7.2647,0.69481,4825,,,5.2e-35,
K09381,-5.6187,0.69693,4825,,,,
K07646,-6.5845,0.69565,4825,,,3.9e-47,
K07827,-5.4573,0.69826,4825,,,5.5,
K15706,-5.6932,0.6981,4825,,,,
K22501,-4.3431,0.71994,4825,73.27,2.6092889536014115e-21,,
K25519,-5.627,0.70083,4825,418.63,3.5796120228094325e-126,,
K07504,-5.4859,0.6982,4825,93.2,5.748092982673604e-27,0.0052,9.046478572413993e+23
K25773,-7.0707,0.69454,4825,,,,
K11136,-6.8527,0.69518,4825,,,,
K00768,-5.9683,0.69822,4825,117.5,1.7531650415547904e-34,,
K01750,-5.9995,0.70008,4825,405.7,3.2360757228018777e-122,,
K22167,-6.118,0.69678,4825,856.5,4.452875050116022e-258,1.0999999999999999e-141,2.470314095095345e+116
K23619,-7.4208,0.69511,4825,,,,
K18599,-5.6341,0.69856,4825,,,,
K19581,-5.885,0.69749,4825,,,,
K09314,-4.4637,0.70054,4825,,,,
K01875,-6.1216,0.69736,4825,78.6,1.0586379019463866e-22,1.2e-134,1.1335320583116366e-112
K19529,-7.1625,0.69467,4825,,,,
K03566,-5.5241,0.69969,4825,205.13,4.695898449553616e-61,1e-16,2.129517941545474e+44
K15692,-5.74,0.69866,4825,,,9.6,
K24279,-6.2982,0.69957,4825,,,1.2e-18,
K25261,-6.5896,0.69609,4825,1483.57,0.0,,
K13446,-6.6534,0.69598,4825,,,9.4e-12,
K18392,-6.2297,0.69801,4825,,,,
K05072,-5.9908,0.69741,4825,,,,
K12907,-6.044,0.6984,4825,,,5.7e-54,
K08639,-6.7764,0.69583,4825,,,0.03,
K09621,-5.5463,0.69982,4825,,,,
K11514,-5.3933,0.70012,4825,,,,
K06012,-5.7706,0.70051,4825,197.0,9.887323621703924e-59,,
K04558,-5.9403,0.69562,4825,,,1.3,
K05540,-5.8158,0.69862,4825,283.13,1.036033033837935e-84,4.2e-124,4.053924790835385e-40
K20936,-6.4641,0.69666,4825,1305.9,0.0,3.7e-27,inf
K18957,-3.9405,0.71662,4825,67.33,3.17979608543802e-19,,
K01590,-6.6383,0.69683,4825,781.87,1.142049183733007e-235,1.8e-43,1.5761142564073768e+192
K02015,-6.1992,0.69714,4825,,,8.300000000000001e-130,
K08371,-5.6357,0.7012,4825,,,,
K10170,-7.1362,0.69555,4825,,,1.1e-13,
K13188,-4.7757,0.70151,4825,,,0.088,
K19353,-6.0787,0.69675,4825,284.9,4.3141041640817403e-85,,
K04460,-5.9523,0.6972,4825,,,1.2e-06,
K07478,-6.2904,0.69683,4825,197.17,1.2894178989733728e-58,5.2e-190,4.032827529492347e-132
K11236,-6.6305,0.69555,4825,,,,
K09828,-6.4053,0.69704,4825,262.9,1.442873996272598e-78,2e-15,1.3861224231406454e+63
K01973,-5.9767,0.69878,4825,,,,
K18319,-4.1343,0.71843,4825,122.8,1.1986791144261146e-36,,
K19301,-4.776,0.7064,4825,325.2,2.828817351144041e-98,0.61,2.1563781760363618e+97
K21034,-5.7297,0.69936,4825,493.6,1.0543672088024867e-148,3.4e-07,3.224682986738179e+141
K11526,-6.8477,0.69548,4825,,,1.5999999999999994e-90,
K24423,-5.8706,0.6966,4825,,,,
K01414,-6.638,0.69637,4825,783.47,5.387815420086283e-236,0.0038,7.052951342455501e+232
K12707,-5.6412,0.70064,4825,706.07,1.3216165593819204e-213,,
K08457,-6.674,0.69671,4825,,,,
K08681,-5.4921,0.70068,4825,80.5,3.280771226002424e-23,0.46,1.402109346589533e+22
K18168,-4.7776,0.70367,4825,,,,
K19150,-3.0106,0.75282,4825,50.0,2.2486216391828818e-14,,
K18234,-5.0651,0.70142,4825,250.1,9.002871178796703e-75,2.7e-53,2.999043245624752e+21
K08108,-6.2691,0.6971,4825,,,,
K05456,-6.1627,0.69633,4825,,,,
K02681,-4.4528,0.70931,4825,51.03,3.908886096835182e-14,,
K05699,-7.1287,0.69564,4825,,,,
K20706,-6.096,0.69801,4825,,,,
K13905,-5.0321,0.70094,4825,,,,
K19356,-5.7836,0.69795,4825,,,,
K21649,-6.0224,0.69762,4825,,,,
K04545,-4.1204,0.71367,4825,,,,
K05746,-5.6465,0.69765,4825,,,,
K22584,-5.7211,0.70156,4825,,,,
K02877,-5.3094,0.70085,4825,94.5,2.013643030635403e-27,,
K01113,-6.1308,0.69718,4825,89.9,4.047200014661715e-26,2.5999999999999997e-129,6.424194481570046e-104
K26703,-5.4971,0.70032,4825,,,,
K02665,-4.6514,0.70362,4825,89.53,8.011369847449803e-26,,
K05356,-5.7961,0.6987,4825,426.83,2.551296973713328e-128,3e-60,1.1758725193145978e+68
K20294,-6.3389,0.69618,4825,,,,
K03904,-6.0094,0.69815,4825,,,,
K22366,-5.3696,0.70117,4825,,,,
K12205,-5.0095,0.70419,4825,61.13,2.859761099421127e-17,,
K10109,-6.0518,0.69786,4825,608.7,2.325527473622535e-183,,
K03128,-7.0158,0.69519,4825,,,2.4e-31,
K01668,-6.1758,0.69844,4825,692.57,5.418580590750468e-209,,
K07282,-5.8813,0.69951,4825,220.47,8.307712401676598e-66,6.1e-34,7.34257483295756e+31
K15623,-5.8382,0.69733,4825,,,,
K06852,-5.9788,0.6975,4825,,,,
K21119,-5.6798,0.69907,4825,458.5,5.720956781812823e-138,1.2e-07,2.0975512414546698e+130
K13514,-6.0027,0.69902,4825,,,,
K24232,-5.0985,0.70064,4825,,,,
K22159,-5.109,0.70638,4825,,,8.7e-50,
K23141,-4.4121,0.70345,4825,,,,
K01913,-6.5698,0.69744,4825,,,5.6000000000000005e-28,
K08949,-4.0798,0.71853,4825,140.13,4.8118052498407206e-42,,
K09931,-5.2671,0.70168,4825,79.1,9.415115452399863e-23,,
K12087,-4.2743,0.71184,4825,125.63,3.3405569432140992e-37,,
K16518,-5.8055,0.69649,4825,,,,
K17500,-5.8819,0.69769,4825,,,,
K16543,-6.3346,0.69609,4825,,,,
K00138,-6.7662,0.69564,4825,,,4.7e-153,
K01120,-5.8021,0.69726,4825,293.83,8.913581735737811e-88,,
K18120,-5.5748,0.69972,4825,364.7,1.4544940295384256e-109,1.3e-25,8.937815993734582e+83
K12506,-5.9812,0.69832,4825,319.47,9.589348557182564e-96,8.8e-70,9.176848612316496e+25
K09272,-6.6488,0.69593,4825,,,,
K24081,-6.2917,0.69634,4825,,,,
K23109,-5.395,0.70054,4825,584.4,1.7533935484691234e-176,7.600000000000001e-36,4.334451901363223e+140
K21826,-6.0758,0.69873,4825,420.07,2.3313159580868077e-126,9e-44,3.8604805877045694e+82
K02093,-4.4873,0.70836,4825,252.03,5.879304386640402e-76,,
K05829,-5.5067,0.70018,4825,410.87,1.1745612176203737e-123,4.9000000000000015e-87,4.171770637827849e+36
K08163,-5.7208,0.69933,4825,419.13,4.465484714088563e-126,6e-41,1.3436391308361341e+85
K11344,-4.7557,0.70196,4825,,,,
K04436,-7.3091,0.69496,4825,,,,
K15182,-5.5827,0.69983,4825,,,,
K24748,-5.7522,0.69876,4825,,,3.4e-09,
K25730,-5.8836,0.70011,4825,,,,
K08074,-6.445,0.69714,4825,,,,
K02717,-5.4322,0.69975,4825,72.6,9.32613819613466e-21,,
K09878,-5.7573,0.69859,4825,,,1.8e-39,
K12197,-5.4794,0.70097,4825,104.53,1.5617854493207225e-30,,
K08262,-5.7381,0.69959,4825,,,,
K09085,-4.714,0.70024,4825,,,,
K16906,-5.5774,0.6996,4825,,,8.8e-07,
K26806,-4.094,0.71857,4825,,,,
K26920,-6.2448,0.69862,4825,,,,
K19796,-5.3439,0.70303,4825,,,1.1e-09,
K06839,-7.8008,0.69456,4825,,,5.2e-11,
K07821,-5.6909,0.69981,4825,513.1,1.0249159465438648e-154,,
K02101,-5.6295,0.70235,4825,353.4,1.4787787025668467e-106,7.9e-05,5.342246264628556e+101
K05119,-7.1568,0.69493,4825,,,,
K00280,-6.5872,0.69596,4825,,,,
K03298,-5.8147,0.6981,4825,169.13,4.401412858013787e-50,1.3e-27,2.9535970424429746e+22
K07387,-5.0892,0.70243,4825,183.83,1.1259728071288956e-54,1.7e-21,1.5098055559039738e+33
K26255,-5.3027,0.70372,4825,,,,
K08210,-6.5006,0.69641,4825,,,8.6e-18,
K12505,-6.5081,0.69619,4825,,,2.8e-20,
K03391,-6.3108,0.6977,4825,50.0,4.1774965502315793e-14,0.065,1555955803156.719
K10524,-5.4388,0.70134,4825,113.07,3.864809106710644e-33,1.7e-16,4.398664857853426e+16
K26269,-6.7145,0.69564,4825,,,,
K07803,-4.7061,0.70535,4825,,,,
K03182,-6.5952,0.69706,4825,,,,
K03973,-4.8343,0.70547,4825,108.13,1.1838586851599018e-31,1.3e-18,10981040358076.277
K10548,-6.3875,0.6979,4825,747.97,1.1019845464345898e-225,2.7000000000000003e-28,2.4501251026937732e+197
K11530,-4.444,0.70953,4825,,,7e-06,
K02882,-5.0842,0.70192,4825,,,,
K10615,-7.3784,0.69457,4825,,,5.2e-18,
K02115,-5.6453,0.69971,4825,249.87,1.0900813563756536e-74,2.7e-82,2.4768793486910638e-08
K25957,-5.6227,0.70025,4825,524.27,3.4302993514067716e-158,3.9e-10,1.1369270143728428e+148
K07025,-5.2474,0.70041,4825,,,2.2e-29,
K11983,-5.6687,0.70012,4825,,,,
K18472,-5.976,0.69831,4825,562.33,2.1483151199345257e-169,5.899999999999999e-70,2.746338256084058e+99
K10788,-6.8091,0.69583,4825,,,,
K11770,-6.2468,0.69703,4825,,,,
K02846,-5.6781,0.69972,4825,487.77,5.398224762835597e-147,8.8e-86,1.6301655426769428e+61
K22928,-5.0,0.70097,4825,82.4,1.1927304238197598e-23,,
K23910,-6.8686,0.69567,4825,,,1.1e-05,
K01947,-6.2752,0.69738,4825,505.0,6.830522510104377e-152,,
K06567,-5.7692,0.69795,4825,,,,
K11459,-6.1493,0.69734,4825,,,,
K08178,-6.3589,0.69766,4825,288.2,2.7235109469108784e-86,4.999999999999999e-32,1.8358655784626867e+54
K09160,-4.9714,0.70435,4825,48.6,1.9781392551030974e-13,,
K12098,-4.1563,0.71083,4825,,,,
K13080,-6.0798,0.6986,4825,,,,
K04568,-5.7056,0.69962,4825,300.33,4.980836810897781e-90,1.7000000000000002e-74,3413081103722369.0
K05550,-4.2142,0.70801,4825,206.47,7.967106176961786e-62,,
K25037,-6.8953,0.69687,4825,,,5.699999999999999e-24,
K06775,-5.8785,0.69857,4825,,,,
K17733,-5.6153,0.69969,4825,,,1.5000000000000002e-38,
K22764,-5.0798,0.70409,4825,36.13,1.2085529909357125e-09,,
K07693,-5.2804,0.70199,4825,224.87,3.29197585510987e-67,4.5000000000000005e-48,1.3669602081117975e+19
K26687,-6.7156,0.69634,4825,,,,
K10293,-6.0642,0.69789,4825,,,,
K18861,-6.2922,0.69829,4825,929.13,1.0094685599504718e-280,0.0019,1.8821784802225253e+277
K18009,-5.588,0.70118,4825,,,9.4e-70,
K01855,-5.8648,0.69755,4825,,,3.7e-27,
K13807,-6.4308,0.6959,4825,,,,
K21834,-6.4313,0.69698,4825,812.63,5.729160001103461e-245,1.8e-42,3.1418218371511922e+202
K05786,-5.8666,0.69885,4825,101.7,1.0872105640971472e-29,5.9e-54,5.4267316698670425e-25
K08213,-6.5212,0.6966,4825,,,2.3e-08,
K09453,-6.9802,0.69469,4825,,,,
K17663,-4.1265,0.71286,4825,,,,
K24196,-5.5983,0.70013,4825,,,,
K13024,-7.2659,0.69501,4825,,,,
K01148,-6.1492,0.697,4825,,,,
K04510,-6.2062,0.69718,4825,,,,
K07528,-6.4824,0.69655,4825,,,3.6e-12,
K08289,-5.893,0.69708,4825,263.77,1.1123993146850514e-78,6e-214,5.393746580739986e-136
K09271,-5.3798,0.6973,4825,,,,
K19324,-5.4099,0.70087,4825,,,,
K09997,-5.0998,0.7032,4825,,,0.074,
K19696,-5.6719,0.70077,4825,,,,
K02079,-6.2093,0.69962,4825,476.1,1.374378798220766e-143,0.00095,6.91221373052207e+139
K03061,-6.0465,0.69793,4825,,,1.6e-36,
K17435,-4.7568,0.7039,4825,,,,
K07906,-5.1806,0.70084,4825,,,,
K18457,-5.4525,0.70086,4825,386.67,2.1349889074265783e-116,5.599999999999999e-63,2.62296444750619e+53
K01068,-5.6648,0.69775,4825,,,0.008,
K16245,-4.2514,0.71365,4825,,,,
K19602,-6.509,0.69726,4825,,,0.085,
K26135,-6.9635,0.69596,4825,,,,
K22753,-5.8301,0.69623,4825,,,,
K16151,-4.192,0.70979,4825,,,,
K08006,-6.5096,0.69738,4825,,,,
K22283,-6.3685,0.69743,4825,,,,
K11405,-5.9466,0.69801,4825,,,,
K04334,-4.4979,0.7062,4825,,,,
K19916,-6.2762,0.69823,4825,,,,
K18346,-5.2384,0.70102,4825,68.93,1.2676325318824223e-19,6.2e-36,4.891007325910971e-17
K00316,-5.7434,0.69711,4825,336.13,1.5169616792606691e-100,0.0004,2.6368497337055375e+96
K15216,-6.3236,0.69671,4825,,,,
K21584,-6.1463,0.69878,4825,768.9,2.9875512573779247e-232,,
K11955,-5.1966,0.69973,4825,481.67,5.3722052210281044e-145,,
K00421,-6.3524,0.69751,4825,758.13,1.2672489786541584e-228,,
K03439,-5.3284,0.69827,4825,,,4.1e-31,
K23266,-5.1482,0.7026,4825,,,,
K25564,-6.0022,0.69836,4825,478.67,4.845942771604236e-144,0.012,2.4762983315272278e+141
K23702,-6.754,0.696,4825,,,,
K00038,-5.9322,0.69828,4825,,,1.2e-67,
K01020,-6.0884,0.6985,4825,,,,
K13287,-4.8592,0.69971,4825,101.5,2.3069766980537625e-29,,
K18087,-4.4705,0.71596,4825,142.7,8.368995225205089e-43,0.0065,7.766762705783132e+39
K07794,-4.9411,0.70482,4825,50.67,4.5811122303093767e-14,,
K02224,-6.2767,0.69714,4825,,,0.47,
K07586,-4.9546,0.70311,4825,66.03,1.0182806641639137e-18,,
K13526,-7.4747,0.69487,4825,,,4.6e-57,
K17232,-5.7721,0.69935,4825,,,,
K14967,-5.8959,0.69761,4825,,,,
K08276,-5.3616,0.70399,4825,57.43,3.0595535838098674e-16,,
K24395,-6.2824,0.69666,4825,,,,
K19890,-6.2213,0.69859,4825,,,,
K15052,-6.1791,0.69769,4825,955.77,1.6222356310477554e-288,3.4e-191,2.095873087070611e+97
K03562,-5.4037,0.6992,4825,,,1.8e-29,
K22217,-5.87,0.70147,4825,384.33,6.474314939134262e-116,3.6e-09,5.560433858785047e+106
K00345,-4.9798,0.70407,4825,69.57,7.729082697104188e-20,,
K09786,-5.472,0.69897,4825,184.63,9.470211005765756e-55,,
K24762,-6.4186,0.69616,4825,,,,
K02227,-5.8532,0.69957,4825,,,,
K04591,-6.9663,0.69568,4825,,,,
K22205,-5.9218,0.6993,4825,200.53,9.630429773433603e-60,1.6e-70,1.6614004126936706e-11
K05244,-4.4892,0.70524,4825,,,,
K08426,-5.8296,0.69756,4825,,,,
K07708,-6.0506,0.69842,4825,,,1e-51,
K03817,-5.9539,0.69834,4825,,,3.3e-14,
K26213,-5.1965,0.69904,4825,,,,
K26398,-4.121,0.71603,4825,,,1.7,
K13252,-5.7339,0.70035,4825,403.37,1.7832649060289849e-121,8.7e-29,4.878691870504736e+92
K02770,-6.4226,0.69636,4825,,,,
K05788,-4.5634,0.70573,4825,,,1.3e-25,
K04650,-7.0343,0.69438,4825,,,,
K07668,-5.6235,0.70242,4825,338.77,4.2053739914205974e-102,7.800000000000001e-81,1.8547696390173184e+21
K25624,-5.3065,0.70056,4825,,,,
K24202,-4.9302,0.7032,4825,,,,
K12075,-6.7859,0.69561,4825,,,7.4e-07,
K19965,-4.5552,0.7076,4825,169.97,1.123882426762001e-50,1.2e-07,1.0677273453392275e+43
K12425,-6.4189,0.69735,4825,1336.63,0.0,1.7e-05,inf
K26816,-5.949,0.69897,4825,,,0.0086,
K06650,-5.8228,0.69777,4825,,,,
K06071,-6.8654,0.69549,4825,,,,
K06433,-3.7228,0.71924,4825,38.13,4.076378907705754e-10,,
K21965,-5.3572,0.70349,4825,149.77,1.9442497645866829e-44,,
K20804,-5.5933,0.69817,4825,,,,
K24118,-5.8748,0.69931,4825,437.13,1.3806114876142666e-131,,
K25100,-7.7924,0.69389,4825,,,2.2,
K00606,-5.6158,0.69957,4825,80.73,2.81818157849366e-23,1.9999999999999998e-86,7.096774797133601e-64
K03777,-6.3103,0.69748,4825,633.87,5.826189191344134e-191,0.0015,2.5745816875094332e+187
K12020,-5.5042,0.69784,4825,,,,
K15038,-6.1559,0.69832,4825,,,6.6e-106,
K02940,-5.3974,0.70137,4825,,,,
K01094,-5.2025,0.69957,4825,,,8.6,
K07684,-5.0102,0.70159,4825,,,8.7e-61,
K05202,-6.8961,0.69577,4825,,,0.73,
K08768,-6.0978,0.69758,4825,,,,
K09750,-6.068,0.69768,4825,,,,
K23042,-6.8504,0.6963,4825,,,,
K07085,-6.4439,0.6972,4825,218.63,3.4146465158113385e-65,,
K15954,-5.7734,0.70006,4825,50.0,5.32829293324275e-14,6.7e-14,1.2574383735922796
K00473,-6.7414,0.69618,4825,,,,
K00310,-6.3325,0.69766,4825,,,,
K03328,-6.2037,0.69773,4825,,,3e-39,
K13246,-6.33,0.69737,4825,567.67,6.91184713764788e-171,1.2e-08,1.7361495069295806e+162
K26694,-7.9756,0.69431,4825,,,,
K15527,-6.1577,0.69894,4825,368.67,8.056173549827684e-111,,
K22005,-6.1335,0.69767,4825,,,0.0051,
K11372,-5.8805,0.69854,4825,,,,
K00835,-5.889,0.69898,4825,201.73,4.5500716196245727e-60,7.8e-20,1.714258730864456e+40
K12315,-5.7041,0.69969,4825,,,,
K01744,-6.3424,0.69673,4825,659.93,1.1989488020531255e-198,6.1e-05,5.087790228868929e+193
K16749,-6.6168,0.69635,4825,,,,
K17731,-6.4232,0.69718,4825,,,5.7e-40,
K12346,-6.4842,0.69709,4825,,,,
K13225,-6.3889,0.69776,4825,,,2.6e-08,
K22468,-5.3995,0.69932,4825,,,,
K23450,-6.2112,0.6961,4825,,,,
K26226,-6.8223,0.69509,4825,,,,
K20178,-7.3172,0.69489,4825,,,0.014,
K21160,-5.4952,0.70054,4825,403.13,2.307269193836583e-121,,
K20834,-6.264,0.69775,4825,,,,
K10304,-6.2183,0.69713,4825,,,,
K01075,-5.4152,0.70202,4825,,,7.2e-18,
K00741,-5.9502,0.69799,4825,,,,
K03759,-5.9095,0.69866,4825,476.13,2.6366712777002852e-143,8.3e-23,3.1479085277703986e+120
K06842,-6.6361,0.69605,4825,,,,
K03674,-4.5826,0.71419,4825,,,9.6,
K02308,-6.2279,0.69623,4825,,,,
K01452,-5.5973,0.69895,4825,270.0,1.0614550104813327e-80,2.3000000000000003e-28,2.1668370089063227e+52
K09524,-5.0682,0.70039,4825,,,4.6e-19,
K19045,-5.1281,0.69947,4825,,,,
K18895,-7.3853,0.69518,4825,2136.37,0.0,1.5999999999999994e-90,inf
K17452,-5.9652,0.69715,4825,,,,
K26718,-5.2785,0.70132,4825,,,,
K13657,-5.835,0.69968,4825,286.43,7.47757701669548e-86,7.400000000000001e-22,9.896253804511448e+63
K03703,-5.9954,0.69686,4825,241.77,5.002291289391742e-72,4.7e-188,9.395694349041997e-117
K23374,-6.4962,0.69719,4825,710.07,5.217336050619083e-214,,
K10076,-5.2124,0.70181,4825,,,,
K08223,-6.2569,0.69811,4825,,,6.8e-15,
K01723,-6.0732,0.69792,4825,,,,
K05567,-4.9636,0.70424,4825,122.0,7.112001417756895e-36,0.011,1.5466813564653883e+33
K02387,-4.8394,0.70523,4825,68.93,1.2291081421030055e-19,,
K14252,-6.3987,0.69762,4825,594.2,5.231157462368326e-179,9e-12,1.7204605414277452e+167
K11383,-5.9227,0.6971,4825,,,5.1e-71,
K24752,-6.255,0.69677,4825,,,2.3e-11,
K18586,-5.6035,0.70073,4825,,,,
K12355,-6.1469,0.698,4825,,,8.2e-128,
K00807,-4.9557,0.70249,4825,,,,
K06783,-6.0048,0.69856,4825,,,,
K21495,-4.3204,0.70718,4825,,,,
K04107,-4.8288,0.70863,4825,,,3.3e-39,
K03524,-5.3969,0.69998,4825,150.5,1.9554063891267561e-44,,
K17896,-4.9606,0.69781,4825,,,,
K06877,-6.842,0.69574,4825,284.03,6.233971678515193e-85,1.1e-46,1.7645251802972546e+38
K21896,-5.3497,0.70143,4825,,,0.0023,
K07376,-6.6623,0.69629,4825,,,3.6e-07,
K04876,-6.2833,0.6969,4825,,,2.4e-40,
K21277,-5.3143,0.70209,4825,593.47,1.2761254213768284e-179,,
K06451,-5.3366,0.70139,4825,,,,
K13676,-5.7819,0.69881,4825,,,,
K01654,-5.8341,0.70014,4825,,,5.3,
K06062,-5.9499,0.69631,4825,,,,
K23514,-5.1715,0.70199,4825,,,2.3e-67,
K08978,-5.0308,0.70381,4825,,,0.00057,
K09960,-5.3845,0.6982,4825,,,,
K11748,-5.1555,0.70531,4825,239.47,5.645627232407165e-72,,
K04022,-5.8527,0.69932,4825,517.77,4.50421649449747e-156,3.8000000000000004e-74,8.436539417326479e+81
K19909,-5.8768,0.69727,4825,,,,
K08373,-5.8403,0.70011,4825,,,,
K05517,-5.4218,0.69968,4825,162.1,6.013442942491445e-48,,
K22084,-5.9833,0.69901,4825,664.57,1.316691801200654e-200,0.018,1.3670625110284964e+198
K07045,-5.5248,0.69826,4825,,,2.8e-35,
K09465,-5.2161,0.69889,4825,,,,
K02571,-4.0978,0.7186,4825,41.83,2.2395724043002983e-11,,
K05589,-4.5413,0.70678,4825,,,4.3,
K07844,-5.4989,0.70159,4825,,,,
K23544,-6.2803,0.69686,4825,,,,
K04802,-5.976,0.7001,4825,61.2,1.8141100096993862e-17,,
K14067,-5.827,0.69935,4825,,,6.5e-67,
K02420,-4.5673,0.70986,4825,85.3,9.516163373836748e-25,,
K05438,-5.2882,0.70148,4825,,,,
K08387,-5.9763,0.6998,4825,,,,
K10824,-5.2232,0.70214,4825,,,2.2e-46,
K21536,-4.3293,0.71074,4825,,,,
K22412,-7.5039,0.69518,4825,,,,
K20147,-5.9966,0.69855,4825,,,,
K22716,-4.5278,0.70691,4825,50.0,8.77152094902146e-14,,
K02117,-6.437,0.69724,4825,810.5,2.03638224526422e-244,2.7e-20,1.325880740847687e+224
K02219,-4.5136,0.7107,4825,,,,
K03201,-6.0263,0.69817,4825,59.07,8.821825520113412e-17,,
K08533,-6.0302,0.69686,4825,,,,
K12948,-5.3725,0.70216,4825,,,,
K13930,-5.9324,0.69813,4825,316.0,1.189934594744528e-94,,
K14333,-5.9718,0.6992,4825,431.5,6.940303759900789e-130,4.400000000000001e-28,6.339780148272499e+101
K24842,-6.9666,0.69521,4825,,,,
K09816,-5.6554,0.70006,4825,,,3.7e-52,
K26738,-5.6272,0.69614,4825,,,,
K24506,-6.4655,0.69649,4825,,,,
K26852,-6.1648,0.69796,4825,,,2e-06,
K22410,-6.7689,0.69491,4825,,,,
K25428,-6.4038,0.69748,4825,,,,
K00375,-6.2275,0.69694,4825,346.43,8.752134689714423e-104,2.7e-129,3.084961664464626e-26
